,Neighborhood,address,bath,bed,description,latitude,logitude,page_url,price,rent,sale,size,year built,zipcode
220,Lower East Side,"407 E 12th St APT 1RNE, New York, NY 10009",2,2,"For sale: $1,950,000. Rare Find! Come home to this exceptional two bedroom duplex with THE MOST SPECTACULAR private outdoor space.  Entertain in your open chefs kitchen with expansive living AND dining while enjoying nature through your sun-drenched floor to ceiling glass solarium.  Truly one of a kind!



The light drenched solarium leads you to an impeccably renovated multi-level paved terrace.   The outdoor sanctuary is the perfect escape from the hustle and bustle of city living.



Entertain in your open chefs kitchen equipped with stainless steel appliances, generous cabinets and granite counter-tops. 



Your private oasis will provide visual serenity as you retire to your bedrooms upstairs with two full bathrooms. 



Complete with walnut stained bamboo floors throughout and a VENTED GE washer/dryer, this apartment is truly unique. 



LOW MONTHLIES!  This boutique condominium offers a package room, bike room, storage, on-site resident manager and landscaped roof deck. Living in the heart of the East Village will provide you with every convenience at your finger tips. Delicious cuisine, Trader Joe's, Whole Foods, shopping and transportation all in walking distance!",40.73005,-73.982812,https://www.zillow.com:443/homedetails/407-E-12th-St-APT-1RNE-New-York-NY-10009/63864235_zpid/,1950000.00,0,1,1121,1900,10009
221,Lower East Side,"407 E 12th St APT 2FW, New York, NY 10009",2,2,"For sale: $1,450,000. Welcome home to this spacious double exposure two-bedroom two-bathroom GEM in the heart of the East Village. Upon entering the gracious entry foyer, you will notice a massive floor to ceiling custom built closet. The expansive living room features three large picturesque windows that face a charming courtyard. The South facing master bedroom comes complete with its own newly renovated ensuite bath. Other apartment features include a video intercom system, elevator, original hardwood floors, abundance of storage and closets AND a washer dryer. 

407 East 12th Street is centrally located and walking distance to both Union Square and Tompkins Square park, and steps away from all of the best restaurants, bars, boutiques, and Trader Joe's! The building has an on-site super, a package area, a courtyard and a beautiful landscaped roof deck. This condo allows all purchase scenarios and pets too!",40.73005,-73.982812,https://www.zillow.com:443/homedetails/407-E-12th-St-APT-2FW-New-York-NY-10009/65317275_zpid/,1450000.00,0,1,997,1900,10009
222,Lower East Side,NaN,NaN,NaN,NaN,40.723748,-73.983057,https://www.zillow.com:443/homedetails/225-E-4th-St-APT-12-New-York-NY-10009/123950438_zpid/,NaN,NaN,NaN,--,1937,NaN
223,Lower East Side,"229 E 2nd St # 3, New York, NY 10009",1,2,"For sale: $1,950,000. Enter directly into this home through the private key-locked elevator. This loft-like two-bedroom apartment has Southern and Northern exposures which allow for a very bright airy feel. Distinctive apartment features include high-beamed ceilings, floor-to-ceiling windows, natural oak wood flooring, and a private balcony, all located on a full-floor of a boutique 5-unit condominium. The generous open kitchen has ceaserstone counter-tops and top-of-the line appliances that opens to the living/dining area and provides a great space for entertaining. The beautiful and elegant bathroom includes unique glass tile, spa-like soaking tub, and free-standing shower. This tranquil and intimate residence showcases modern design complemented with timeless sophistication. Washer/Dryer can be installed. Situated at the edge of East Village and Lower East Side, 229 East 2nd Street is just a few blocks from the 6/B/D/F/M subway lines, and presents notable access to the New Museum, Bowery Hotel, Whole Foods, numerous restaurants, and limitless entertainment.",40.721401,-73.982498,https://www.zillow.com:443/homedetails/229-E-2nd-St-3-New-York-NY-10009/2085022313_zpid/,1950000.00,0,1,1226,2008,10009
224,Lower East Side,"643 E 11th St APT 5B, New York, NY 10009",1,1,"For sale: $975,000. Spacious 1 Bedroom with Private Oversized Balcony and Washer/Dryer 



Great for your primary resident, investors and pied a terre's!  

Currently there is a tenant in place, this can be purchased with the tenant in place or delivered vacant.



2008 construction in the history-rich-turned-fashionable East Village! This 6 Story Boutique Building with only 10 apartments: Key-locked elevator opens up into this lovely, generous sized 1 bedroom with an amazing layout. 

Open Chef's Kitchen w/Breakfast bar that opens up to Dining and Living where you can walk out to your very own oversized Balcony for morning coffee and alfresco dining which complements further the floor-to-ceiling windows inviting an abundance of natural light. 



There are 2 apartments per floor, this apartment faces the rear of the building which is North facing. It is pin drop quiet and over looks these beautiful trees. The view is open and green in the Spring and Summer, where you get a glimpse of the Empire State building. 

GE appliances and a Bosch washer & dryer, video intercom security system, and hardwood floors throughout that were recently re-finished.



Transportation is also at your doorstep with the 14th Street cross-town bus just steps away at 11th Street on Avenue C, providing easy access to virtually every train stop (the L, 4, 5, 6, F, B, V, 1, 2, 3, 9, A, E, C) along its path!",40.726799,-73.9776,https://www.zillow.com:443/homedetails/643-E-11th-St-APT-5B-New-York-NY-10009/2111525562_zpid/,975000.00,0,1,744,2007,10009
225,Lower East Side,NaN,NaN,NaN,NaN,40.722698,-73.977897,https://www.zillow.com:443/homedetails/738-E-6th-St-1-New-York-NY-10009/2103892553_zpid/,NaN,NaN,NaN,--,1900,NaN
226,Lower East Side,"99 Avenue B # 2DE, New York, NY 10009",2,3,"For sale: $1,850,000. Gorgeous renovated three bedroom, two bath very large apartment in a prime East Village location. Renovated with impeccable taste and currently configured as a two bedroom featuring gorgeous open chef's kitchen, top of the line appliances, private terrace off the kitchen, huge lofty living room with projector and screen, large master bedroom with beautiful en suite bathroom, split bedroom layout and washer and dryer in unit. Don't miss this incredibly nice prime East Village apartment in a very well run coop just steps from beautiful Tompkins Square Park.",40.724601,-73.981201,https://www.zillow.com:443/homedetails/99-Avenue-B-2DE-New-York-NY-10009/2085551575_zpid/,1850000.00,0,1,--,1901,10009
227,Lower East Side,"217 E 7th St APT LLA, New York, NY 10009",1,1,"For sale: $870,000. This is your rare New York City opportunity to own a modern one-bedroom condo with a massive outdoor patio featuring over 200 square feet to call yours! Perfect for hosting friends and family or simply getting some fresh air in the privacy of your own backyard, this bright and airy home also boasts gorgeous oak hardwood flooring throughout the unit, recessed lighting and tons of storage space thanks to six full-sized closets. Cook delicious meals in your open chefs kitchen upgraded with stainless steel appliances, which effortlessly flows into the main space with enough room for a living room and separate dining area.

Situated in the heart of the East Village, 217 E. Seventh St. is a six-story, pet-friendly condominium equipped with a laundry room, common outdoor garden, rooftop deck with sweeping 360-degree views and more. Residents can enjoy local access to culinary hot spots and authentic neighborhood bars, as well as surrounding gardens and parks such as Tompkins Square Park known for its large dog run just for your furry friends. For a quick commute across the city, hop on the L or F train both located just a few blocks away.",40.724579,-73.97947,https://www.zillow.com:443/homedetails/217-E-7th-St-APT-LLA-New-York-NY-10009/55500808_zpid/,870000.00,0,1,617,2000,10009
228,Lower East Side,"324 E 4th St APT 5B, New York, NY 10009",1,1,"For sale: $875,000. Mint 1 Bedroom & Balcony
Welcome home to Residence 5B at The Altes House. This is the first resale of this gorgeous and affordable one bedroom condo. As you enter into the open layout, you will find a full bathroom to the left. The spacious bathroom is detailed with Carrara marble tile, a walnut bathroom vanity with added storage and a large soaking tub and shower. To the right of the foyer is a stacked washer and dryer with enough room for additional storage. Enter into the open living area where you will find a luxurious chef's kitchen complete with a BertazzoniPro gas range, Fisher Paykel refrigerator, and an enormous Carrara marble island which is perfect for entertaining. 

 The spacious living room looks out through the oversized windows to a gracious private balcony overlooking neighboring backyards. The master bedroom also features oversized windows bringing natural light into the space. Plenty of storage can be found in the walk-in closet. Other details of the apartment include LED lighting, oak hardwood floors and central A/C and heat throughout. 

 The Altes House is a boutique condominium that features modern conveniences including an elevator and a virtual doorman. The common rooftop is the perfect place to enjoy warm days and evenings while overlooking the city's skyline. The location is only minutes from the East River Promenade as well as the shopping and nightlife of the East Village.",40.721704,-73.97937,https://www.zillow.com:443/homedetails/324-E-4th-St-APT-5B-New-York-NY-10009/219639651_zpid/,875000.00,0,1,588,1920,10009
229,Lower East Side,"425 E 13th St APT 6P, New York, NY 10009",1,1,"For sale: $985,000. On third party sites such as this one please be sure to scroll down below the Blue SEND MESSAGE button to the CONTACT SELLERS AGENT tab if that's who you'd prefer to communicate with.







What more can you ask for in this DOUBLE EXPOSED, South and West facing one Bedroom Home located in The A Building Condominium. Residence 6P has a Spacious Private Terrace for your enjoyment, Floor-to-ceiling windows, Sleek Frosted Glass pocket doors that grace the entry to your Bedroom and Bath, an Almillmo kitchen, Celador Oyster Stone counter tops, Bosch oven and dishwasher, Liebherr Integrated refrigerator, Washer/dryer, Glass and Lacquer cabinetry the list goes on and on. The clean, open design of this home maintains the true feeling of loft living while artfully delineated spaces allow for a warm and inviting atmosphere. The building itself features a 24 hour Doorman and Concierge, Package room, Engaging Rooftop Pool complete with Panoramic Views, Private Cabanas, BBQ Grill area, a Health and fitness center Courtyard Garden Look no further you have found your new home",40.7304,-73.981903,https://www.zillow.com:443/homedetails/425-E-13th-St-APT-6P-New-York-NY-10009/2086172121_zpid/,985000.00,0,1,667,2008,10009
